,caudalmiddlefrontal-rh,parsopercularis-lh,precentral-lh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.6375,0.0,0.0,0.0,0.0,0.2625,0.1,0.0
parsopercularis-lh,0.0,0.23529411764705882,0.18552036199095023,0.13574660633484162,0.22624434389140272,0.0,0.09502262443438914,0.12217194570135746
precentral-lh,0.0,0.17916666666666667,0.25,0.12916666666666668,0.17916666666666667,0.058333333333333334,0.0875,0.11666666666666667
precentral-rh,0.0,0.17777777777777778,0.17777777777777778,0.18333333333333332,0.17777777777777778,0.0,0.11666666666666667,0.16666666666666666
rostralmiddlefrontal-lh,0.0,0.23423423423423423,0.18468468468468469,0.13513513513513514,0.22972972972972974,0.0,0.0945945945945946,0.12162162162162163
rostralmiddlefrontal-rh,0.23157894736842105,0.0,0.15789473684210525,0.0,0.0,0.6105263157894737,0.0,0.0
superiorparietal-lh,0.059880239520958084,0.12574850299401197,0.12574850299401197,0.12574850299401197,0.12574850299401197,0.0,0.31137724550898205,0.12574850299401197
superiortemporal-rh,0.0,0.1676300578034682,0.1676300578034682,0.1676300578034682,0.1676300578034682,0.0,0.12138728323699421,0.20809248554913296
