,bankssts-rh,entorhinal-lh,frontalpole-rh,medialorbitofrontal-rh,parsopercularis-rh,parsorbitalis-rh,rostralanteriorcingulate-rh,temporalpole-lh
bankssts-rh,0.7777777777777778,0.1388888888888889,0.08333333333333333,0.0,0.0,0.0,0.0,0.0
entorhinal-lh,0.04,0.84,0.0,0.0,0.0,0.0,0.0,0.12
frontalpole-rh,0.06349206349206349,0.0,0.3333333333333333,0.14285714285714285,0.2222222222222222,0.047619047619047616,0.19047619047619047,0.0
medialorbitofrontal-rh,0.0,0.0,0.10416666666666667,0.375,0.20833333333333334,0.0,0.3125,0.0
parsopercularis-rh,0.0,0.0,0.16129032258064516,0.22580645161290322,0.3548387096774194,0.0,0.25806451612903225,0.0
parsorbitalis-rh,0.0,0.0,0.04,0.0,0.0,0.96,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.13793103448275862,0.3275862068965517,0.22413793103448276,0.0,0.3103448275862069,0.0
temporalpole-lh,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.9523809523809523
