,entorhinal-lh,frontalpole-lh,frontalpole-rh,lingual-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,transversetemporal-rh
entorhinal-lh,0.5673076923076923,0.0,0.07692307692307693,0.057692307692307696,0.0,0.0673076923076923,0.23076923076923078,0.0
frontalpole-lh,0.0,0.6808510638297872,0.06382978723404255,0.0,0.2127659574468085,0.0,0.0425531914893617,0.0
frontalpole-rh,0.1323529411764706,0.0,0.3088235294117647,0.0,0.0,0.20588235294117646,0.35294117647058826,0.0
lingual-lh,0.15,0.0,0.0,0.85,0.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.5294117647058824,0.0,0.0,0.47058823529411764,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.04918032786885246,0.0,0.13114754098360656,0.0,0.0,0.6065573770491803,0.21311475409836064,0.0
temporalpole-lh,0.22900763358778625,0.0,0.16030534351145037,0.0,0.0,0.1450381679389313,0.46564885496183206,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
