,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
parstriangularis-rh,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.045454545454545456,0.11363636363636363,0.13636363636363635,0.06818181818181818
rostralmiddlefrontal-lh,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.045454545454545456,0.11363636363636363,0.13636363636363635,0.06818181818181818
rostralmiddlefrontal-rh,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.045454545454545456,0.11363636363636363,0.13636363636363635,0.06818181818181818
superiorparietal-rh,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.12698412698412698,0.06349206349206349,0.14285714285714285,0.14285714285714285,0.09523809523809523
superiortemporal-lh,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.10256410256410256,0.1282051282051282,0.1282051282051282,0.1282051282051282
superiortemporal-rh,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1111111111111111,0.05555555555555555,0.1388888888888889,0.1527777777777778,0.08333333333333333
supramarginal-lh,0.16455696202531644,0.16455696202531644,0.16455696202531644,0.10126582278481013,0.05063291139240506,0.12658227848101267,0.1518987341772152,0.0759493670886076
supramarginal-rh,0.1346153846153846,0.1346153846153846,0.1346153846153846,0.1346153846153846,0.07692307692307693,0.1346153846153846,0.1346153846153846,0.11538461538461539
