,inferiorparietal-rh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.125,0.13636363636363635,0.13636363636363635,0.056818181818181816,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.13636363636363635
parstriangularis-rh,0.102803738317757,0.1588785046728972,0.1588785046728972,0.04672897196261682,0.11214953271028037,0.1308411214953271,0.12149532710280374,0.16822429906542055
rostralmiddlefrontal-lh,0.102803738317757,0.1588785046728972,0.1588785046728972,0.04672897196261682,0.11214953271028037,0.1308411214953271,0.12149532710280374,0.16822429906542055
superiorparietal-rh,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.10638297872340426,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.1276595744680851
superiortemporal-lh,0.11827956989247312,0.13978494623655913,0.13978494623655913,0.053763440860215055,0.12903225806451613,0.13978494623655913,0.13978494623655913,0.13978494623655913
superiortemporal-rh,0.11,0.15,0.15,0.05,0.12,0.14,0.13,0.15
supramarginal-lh,0.1134020618556701,0.14432989690721648,0.14432989690721648,0.05154639175257732,0.12371134020618557,0.14432989690721648,0.13402061855670103,0.14432989690721648
supramarginal-rh,0.102803738317757,0.1588785046728972,0.1588785046728972,0.04672897196261682,0.11214953271028037,0.1308411214953271,0.12149532710280374,0.16822429906542055
