,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
parsopercularis-lh,0.12359550561797752,0.1348314606741573,0.1348314606741573,0.1348314606741573,0.1348314606741573,0.07865168539325842,0.1348314606741573,0.12359550561797752
parstriangularis-rh,0.09053497942386832,0.1646090534979424,0.12345679012345678,0.1440329218106996,0.1440329218106996,0.07818930041152264,0.1440329218106996,0.1111111111111111
rostralmiddlefrontal-lh,0.07829181494661921,0.11387900355871886,0.2099644128113879,0.11387900355871886,0.16370106761565836,0.11743772241992882,0.11387900355871886,0.08896797153024912
rostralmiddlefrontal-rh,0.0912863070539419,0.13692946058091288,0.12448132780082988,0.14937759336099585,0.14937759336099585,0.07883817427385892,0.15352697095435686,0.11618257261410789
superiorparietal-lh,0.07612456747404844,0.11418685121107267,0.15916955017301038,0.1245674740484429,0.17993079584775087,0.12110726643598616,0.12802768166089964,0.09688581314878893
superiorparietal-rh,0.06842105263157895,0.09473684210526316,0.1736842105263158,0.1,0.1736842105263158,0.18421052631578946,0.1,0.10526315789473684
superiortemporal-rh,0.0912863070539419,0.13692946058091288,0.12448132780082988,0.14937759336099585,0.14937759336099585,0.07883817427385892,0.15352697095435686,0.11618257261410789
supramarginal-rh,0.1073170731707317,0.13170731707317074,0.12195121951219512,0.13658536585365855,0.13658536585365855,0.09268292682926829,0.13658536585365855,0.13658536585365855
