,frontalpole-lh,frontalpole-rh,inferiortemporal-rh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,temporalpole-lh
frontalpole-lh,0.8732394366197183,0.028169014084507043,0.0,0.0,0.0,0.0,0.07042253521126761,0.028169014084507043
frontalpole-rh,0.006666666666666667,0.5066666666666667,0.0,0.0,0.07333333333333333,0.11333333333333333,0.3,0.0
inferiortemporal-rh,0.0,0.0,0.7321428571428571,0.26785714285714285,0.0,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.16176470588235295,0.8382352941176471,0.0,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.09420289855072464,0.0,0.0,0.4420289855072464,0.15217391304347827,0.15217391304347827,0.15942028985507245
rostralanteriorcingulate-rh,0.008064516129032258,0.13709677419354838,0.0,0.0,0.13709677419354838,0.46774193548387094,0.20967741935483872,0.04032258064516129
rostralmiddlefrontal-lh,0.03278688524590164,0.25136612021857924,0.0,0.0,0.09289617486338798,0.14207650273224043,0.4808743169398907,0.0
temporalpole-lh,0.042105263157894736,0.0,0.0,0.0,0.23157894736842105,0.05263157894736842,0.0,0.6736842105263158
