,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.34210526315789475,0.02631578947368421,0.07894736842105263,0.19736842105263158,0.14473684210526316,0.09210526315789473,0.039473684210526314,0.07894736842105263
parsopercularis-lh,0.1,0.2,0.1,0.16666666666666666,0.1,0.1,0.1,0.13333333333333333
parstriangularis-rh,0.17647058823529413,0.058823529411764705,0.17647058823529413,0.0,0.17647058823529413,0.20588235294117646,0.08823529411764706,0.11764705882352941
superiorfrontal-rh,0.1643835616438356,0.0547945205479452,0.0,0.547945205479452,0.1917808219178082,0.0,0.0,0.0410958904109589
superiorparietal-rh,0.1232876712328767,0.0410958904109589,0.0684931506849315,0.1917808219178082,0.3561643835616438,0.0821917808219178,0.0410958904109589,0.0958904109589041
superiortemporal-lh,0.17142857142857143,0.05714285714285714,0.17142857142857143,0.0,0.2,0.2,0.08571428571428572,0.11428571428571428
superiortemporal-rh,0.16,0.08,0.16,0.0,0.16,0.16,0.12,0.16
supramarginal-rh,0.17777777777777778,0.08888888888888889,0.1111111111111111,0.1111111111111111,0.17777777777777778,0.1111111111111111,0.06666666666666667,0.15555555555555556
