,caudalmiddlefrontal-rh,cuneus-rh,frontalpole-rh,isthmuscingulate-rh,lateraloccipital-rh,parahippocampal-lh,pericalcarine-rh,rostralanteriorcingulate-lh
caudalmiddlefrontal-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cuneus-rh,0.0,0.65,0.0,0.0,0.35,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.5714285714285714
isthmuscingulate-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lateraloccipital-rh,0.0,0.35714285714285715,0.0,0.0,0.6428571428571429,0.0,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.7
