,caudalanteriorcingulate-lh,cuneus-lh,cuneus-rh,isthmuscingulate-lh,isthmuscingulate-rh,lateraloccipital-lh,pericalcarine-lh,pericalcarine-rh
caudalanteriorcingulate-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cuneus-lh,0.0,0.42857142857142855,0.0,0.0,0.4,0.0,0.17142857142857143,0.0
cuneus-rh,0.0,0.0,0.5882352941176471,0.35294117647058826,0.0,0.058823529411764705,0.0,0.0
isthmuscingulate-lh,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.3076923076923077,0.0,0.05128205128205128,0.4358974358974359,0.0,0.20512820512820512,0.0
lateraloccipital-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pericalcarine-lh,0.0,0.25925925925925924,0.0,0.0,0.37037037037037035,0.0,0.37037037037037035,0.0
pericalcarine-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
