,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,AF8,AF4,F2,FCz
Fp1,0.027560583813996384,0.017991926380958777,0.016272814339700084,0.017094998359432505,0.016272814339700084,0.016098385276191757,0.017481149309378094,0.017443777308481165,0.01750609036929871,0.016621593288748748,0.017057626358535576,0.016347558341493942,0.016247873279779466,0.005095339774830527,0.016982882356741717,0.01750609036929871,0.017244486363020214,0.0,0.01623544233880316,0.016347558341493942,0.01638493034239087,0.016683906349566294,0.016422302343287797,0.01617312927798561,0.017281858363917144,0.016160698337009304,0.016546849286954893,0.01673370929143953,0.017580834371092566,0.017406405307584236,0.017705460492727663,0.015886584211786497,0.016908138354947862,0.01623544233880316,0.017045116239591263,0.016347558341493942,0.017244486363020214,0.017020254357638646,0.016422302343287797,0.01635998928247025,0.012598006488792834,0.012996667557682733,0.013133724620294135,0.017057626358535576,0.01249840060504636,0.016845825294130316,0.017169742361226356,0.017244486363020214,0.01751852131027502,0.016310186340597013,0.017356602365711,0.017356602365711,0.017481149309378094,0.017393974366607924,0.017057626358535576,0.016347558341493942,0.01726934824497283,0.019326154319759908,0.019860526425805176,0.016422302343287797,0.01679602235225708
Fz,0.01689772243207776,0.02680095365704381,0.01719098889808742,0.017026504392527845,0.01719098889808742,0.016470062717622865,0.017588557355427983,0.017522763553204153,0.017651545513654235,0.017621454256539895,0.017322576502535082,0.016664638480296777,0.016601650322070526,0.00513191657345878,0.017783133118101896,0.018210792832556794,0.017454164106982743,0.0,0.016631741579184865,0.016467257073625285,0.016631741579184865,0.01699360749141593,0.016631741579184865,0.017983320168770967,0.01748706100809466,0.016500153974737204,0.01801621706988288,0.01702931003652542,0.017717339315878065,0.018970227202128424,0.013829893696676913,0.01815061031832812,0.016467257073625285,0.016434360172513374,0.018315094823887695,0.016664638480296777,0.01748706100809466,0.017289679601423167,0.016631741579184865,0.017226691443196912,0.010128606908156942,0.010421873374166602,0.010583552235728601,0.017289679601423167,0.010057201817937957,0.01824649537766629,0.017388370304758913,0.017454164106982743,0.017687248058763726,0.016565947776961035,0.01837527733811637,0.017454164106982743,0.018970227202128424,0.01748706100809466,0.017355473403646998,0.016664638480296777,0.017065012581634915,0.012511982835061733,0.018276586634780625,0.016434360172513374,0.016894916788080184
F3,0.014943506349681213,0.016556454971768143,0.01884903815536068,0.015998799602786173,0.016246646433444825,0.01794864917141738,0.017576878925429404,0.017669821486926397,0.017950593394223065,0.01565606598782484,0.018136478517217055,0.017981574248055396,0.018041591732914378,0.005328706859161038,0.018136478517217055,0.01767176570973208,0.018105497663384724,0.0,0.018136478517217055,0.01767176570973208,0.017299995463744104,0.018105497663384724,0.017764708271229078,0.016926280994950436,0.018105497663384724,0.017981574248055396,0.01621372135680681,0.017669821486926397,0.01764078485589975,0.018692189663393338,0.012873621811332048,0.01627373884166579,0.01782666997889374,0.018260401932546383,0.01800866665627636,0.018074516809552393,0.01816745937104939,0.01782666997889374,0.017764708271229078,0.01813453429441137,0.008379327071779661,0.008443233002250009,0.008507138932720357,0.018105497663384724,0.008507138932720357,0.018568266248064014,0.018105497663384724,0.018105497663384724,0.017607859779261735,0.01819844022488172,0.017888631686558402,0.01779568912506141,0.018351400271237692,0.01779568912506141,0.018074516809552393,0.018105497663384724,0.016769432502983093,0.010652594738373974,0.018043535955720058,0.017702746563564412,0.018074516809552393
F7,0.016229784436334972,0.016864319681014255,0.016425427040906222,0.030153315158901614,0.025357464906551545,0.016196023464018973,0.016567394159495,0.016601155131811006,0.0174044952380703,0.014879345543694866,0.016492948985538228,0.016560470930170233,0.01643235027023099,0.004287643484132343,0.016391666068590216,0.016661753847118238,0.016560470930170233,6.75219446320054e-05,0.016425427040906222,0.017640822044282318,0.020139133995666518,0.01632414412395821,0.016661753847118238,0.017749028190555096,0.016560470930170233,0.016661753847118238,0.015115672349906885,0.015993457630122956,0.016695514819434244,0.016331067353282984,0.02654003594678148,0.014987551689967644,0.01662799287480224,0.016425427040906222,0.015865336970183712,0.016560470930170233,0.016526709957854227,0.01605405634543019,0.016661753847118238,0.017478940412027074,0.014075232097989719,0.014135830813296954,0.014128907583972184,0.0174044952380703,0.014263951473236195,0.01680372096570702,0.016560470930170233,0.016560470930170233,0.017276374578131058,0.016492948985538228,0.016560470930170233,0.016661753847118238,0.016972525827287033,0.016661753847118238,0.01629038315164221,0.016560470930170233,0.01542644433007568,0.010039390392472633,0.01645918801322222,0.01818099760133836,0.01632414412395821
FT9,0.0153436588470851,0.016802113647580386,0.01666905530149563,0.02517385225402691,0.027479482736863098,0.016441390202284356,0.01674077148097506,0.01674077148097506,0.016602526128453247,0.015509981779691047,0.016702319888016817,0.016735584474538004,0.01664097772141149,0.004723571286008915,0.017201288685834662,0.01733434703191942,0.016735584474538004,0.0,0.01663579071497444,0.01783331582973726,0.020095307713178148,0.016569261541932057,0.016802113647580386,0.017805238249653126,0.016735584474538004,0.01646946778236849,0.01654118396184792,0.016241802683157218,0.016835378234101576,0.01720647569227171,0.022701898838584776,0.01644657720872141,0.016768849061059195,0.01663579071497444,0.01641331262220022,0.016735584474538004,0.016702319888016817,0.016303144849762544,0.016802113647580386,0.017871767422695504,0.01277743740513665,0.012838779571741976,0.012866857151826111,0.017600463724088935,0.0129001217383473,0.016574448548369113,0.016735584474538004,0.016735584474538004,0.016940359000102198,0.016702319888016817,0.017633728310610122,0.016802113647580386,0.016674242307932678,0.016802113647580386,0.01653599695541087,0.016735584474538004,0.01568149171873405,0.010195879401275969,0.01666905530149563,0.018299020041033915,0.016569261541932057
FC5,0.015046917688998268,0.016037045273892124,0.01817693668238781,0.01610092262936961,0.01635643205127954,0.01859211091799859,0.017570073230358856,0.01763395058583634,0.018049181971432845,0.01587732331020555,0.01814499800464907,0.01795336593821662,0.018144969429656203,0.00533375918236985,0.018272752715604038,0.017665917838567947,0.018081120649171587,0.0,0.018240814037865295,0.01772979519404543,0.017633979160829205,0.018336630071081522,0.01772979519404543,0.01626058744307045,0.018113059326910326,0.01830469139334278,0.016611912898196607,0.018144969429656203,0.017602040483090463,0.017953337363223756,0.013162621427391108,0.016771577711897453,0.01776173387178417,0.018336630071081522,0.01753810597762725,0.018049181971432845,0.01814499800464907,0.018272752715604038,0.01772979519404543,0.017410379841665147,0.008307456636223686,0.008371362566694034,0.008435268497164382,0.018208875360126553,0.008435268497164382,0.01804915339643998,0.018081120649171587,0.018081120649171587,0.017570073230358856,0.018272752715604038,0.01817693668238781,0.01776173387178417,0.017665889263575082,0.01776173387178417,0.018336630071081522,0.018113059326910326,0.017282596555717317,0.010766906272063977,0.017410408416658012,0.017665917838567947,0.01836856874882026
FC1,0.0154600455971038,0.01642302345332821,0.017148081457968582,0.015668963128502224,0.015900981689987142,0.01688115928619893,0.020651460910328857,0.019143340260676885,0.017061074497411736,0.016823154645827697,0.017844137142423337,0.017322095379082268,0.017113177847683847,0.004814385150812065,0.017670123221309647,0.01810515802409387,0.018018151063537026,0.0,0.017119079137782968,0.017148081457968582,0.016887060576298046,0.017409102339639115,0.01726409073871104,0.018592296177150205,0.018018151063537026,0.01691606289648366,0.016562133764157168,0.017954245133066676,0.019062234590219163,0.01798324745325229,0.012722529049767745,0.01716528119795596,0.017322095379082268,0.01726409073871104,0.018760408808164777,0.017293093058896654,0.018018151063537026,0.017525111620381575,0.01726409073871104,0.018157261374365984,0.00934494493710826,0.009611867108877913,0.00979178232009072,0.017786132502052108,0.009298742876935268,0.017925242812881062,0.017960146423165797,0.018018151063537026,0.01801224977343791,0.01726409073871104,0.017815134822237722,0.018018151063537026,0.018824314738635124,0.018018151063537026,0.01769912554149526,0.017293093058896654,0.017948343842967562,0.012425596297192528,0.017728127861680876,0.017235088418525425,0.017525111620381575
C3,0.015562553945534546,0.01651303709688083,0.01739961431775677,0.015833327894209277,0.016069748486442863,0.01709928779505284,0.01937483599530108,0.019463493717388675,0.017281404021639978,0.01612405285208931,0.01813842866848672,0.017606482335961154,0.01739481353534482,0.004905727288846858,0.017931560650282334,0.018286191538632708,0.018315744112661906,0.0,0.01739961431775677,0.01737006174372757,0.01713364115149399,0.01766558748401955,0.017517824613873564,0.017276603239228028,0.018286191538632708,0.01713364115149399,0.01633092087029369,0.017719891849665995,0.01825663896460351,0.01813362788607477,0.012799014334025794,0.016414777809969333,0.017606482335961154,0.017488272039844363,0.018099274529633617,0.01757692976193196,0.018315744112661906,0.01769514005804875,0.017517824613873564,0.017453918683403215,0.008934671557285277,0.009205445505960011,0.009358009158517953,0.018049770946399125,0.008885167974050786,0.018310943330249956,0.01825663896460351,0.018315744112661906,0.01834049590427915,0.01754737718790276,0.017902008076253133,0.018286191538632708,0.018547363922483538,0.018315744112661906,0.017961113224311532,0.01757692976193196,0.017094487012640887,0.011475445044238813,0.017902008076253133,0.017517824613873564,0.017724692632077946
T7,0.01610633175489195,0.01708558393875539,0.01815874851169902,0.017022456610935176,0.016328056004912828,0.017968587925588243,0.017589823958666963,0.017652951286487174,0.019200349420732538,0.01579069511579088,0.01815874851169902,0.017969366528238377,0.01809484258122867,0.004576731266965469,0.01815874851169902,0.017685293553047418,0.018095621183878804,0.0,0.01815874851169902,0.01774842088086763,0.017306529586126135,0.018127184847788913,0.01774842088086763,0.016232586410532376,0.018127184847788913,0.018000930192148483,0.016327277402262697,0.0177476422782175,0.017622166225227203,0.017968587925588243,0.013962338416955097,0.016358062463522668,0.017811548208687845,0.018285003167339442,0.017336536044735975,0.018064057519968698,0.01815874851169902,0.017906239200418166,0.01774842088086763,0.01740044197520632,0.00836233365981393,0.008426239590284278,0.008490145520754626,0.01815874851169902,0.008490145520754626,0.018000151589498352,0.018095621183878804,0.018095621183878804,0.017589823958666963,0.01822187583951923,0.017969366528238377,0.017779984544777735,0.01768451495039728,0.017779984544777735,0.018095621183878804,0.018127184847788913,0.016863081086084374,0.01070271640506263,0.01736965691394635,0.017716857216957524,0.018190312175609125
TP9,0.01612978855643946,0.017793805101746378,0.016436811364794395,0.015253791183861897,0.015949685407939836,0.016442940957274534,0.01821747122867328,0.017208424603760264,0.0163672219423866,0.027252018018175568,0.01706311616646454,0.016193248386367116,0.01637335153486674,0.007341684064022269,0.0175502421233191,0.01744585798970741,0.01716750030007623,0.0,0.01647160607599829,0.016088864252755426,0.015810506563124247,0.01695873203285285,0.015984480119143732,0.016964861625332988,0.017237089722484028,0.01650640078720219,0.02061632345806524,0.018008702961449897,0.018489699325824317,0.017904318827838207,0.012840696925832725,0.019963336381348267,0.015984480119143732,0.01647160607599829,0.02156389309672753,0.0163324272311827,0.017237089722484028,0.018037368080173657,0.015984480119143732,0.016512530379682325,0.009708991856032655,0.009981219953183691,0.010183858627926937,0.01720229501128013,0.009627143248664583,0.01776513998302262,0.01709791087766844,0.01716750030007623,0.015921020289216076,0.016436811364794395,0.01810695750258145,0.016889142610445055,0.018008702961449897,0.01692393732164895,0.017341473856095718,0.0163324272311827,0.021398213038314455,0.01852665794215449,0.01716750030007623,0.01668037434322167,0.017376268567299614
