,Fp1,Fz,P8,TP10,AF7,PO8,P6,TP8
Fp1,0.32903225806451614,0.12258064516129032,0.0064516129032258064,0.12903225806451613,0.0,0.13548387096774195,0.14193548387096774,0.13548387096774195
Fz,0.3333333333333333,0.31746031746031744,0.031746031746031744,0.06349206349206349,0.0,0.07936507936507936,0.09523809523809523,0.07936507936507936
P8,0.09375,0.125,0.46875,0.0,0.3125,0.0,0.0,0.0
TP10,0.18,0.02,0.0,0.2,0.0,0.2,0.2,0.2
AF7,0.0,0.0,0.36666666666666664,0.0,0.6333333333333333,0.0,0.0,0.0
PO8,0.1792452830188679,0.02830188679245283,0.0,0.19811320754716982,0.0,0.19811320754716982,0.19811320754716982,0.19811320754716982
P6,0.18018018018018017,0.036036036036036036,0.0,0.1891891891891892,0.0,0.1981981981981982,0.1981981981981982,0.1981981981981982
TP8,0.1792452830188679,0.02830188679245283,0.0,0.19811320754716982,0.0,0.19811320754716982,0.19811320754716982,0.19811320754716982
