,caudalmiddlefrontal-lh,inferiorparietal-rh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.1286549707602339,0.1286549707602339,0.1111111111111111,0.1286549707602339,0.1286549707602339,0.12280701754385964,0.1286549707602339,0.12280701754385964
inferiorparietal-rh,0.13095238095238096,0.13095238095238096,0.10714285714285714,0.125,0.13095238095238096,0.125,0.13095238095238096,0.11904761904761904
parstriangularis-rh,0.1043956043956044,0.1043956043956044,0.21428571428571427,0.13186813186813187,0.1043956043956044,0.1043956043956044,0.1043956043956044,0.13186813186813187
rostralmiddlefrontal-lh,0.12021857923497267,0.12021857923497267,0.12568306010928962,0.14754098360655737,0.12021857923497267,0.11475409836065574,0.12021857923497267,0.13114754098360656
rostralmiddlefrontal-rh,0.13095238095238096,0.13095238095238096,0.10714285714285714,0.125,0.13095238095238096,0.125,0.13095238095238096,0.11904761904761904
superiortemporal-lh,0.1286549707602339,0.1286549707602339,0.1111111111111111,0.1286549707602339,0.1286549707602339,0.12280701754385964,0.1286549707602339,0.12280701754385964
superiortemporal-rh,0.13095238095238096,0.13095238095238096,0.10714285714285714,0.125,0.13095238095238096,0.125,0.13095238095238096,0.11904761904761904
supramarginal-rh,0.11666666666666667,0.11666666666666667,0.1388888888888889,0.1388888888888889,0.11666666666666667,0.11666666666666667,0.11666666666666667,0.1388888888888889
