,cuneus-lh,cuneus-rh,entorhinal-rh,frontalpole-rh,insula-rh,posteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
cuneus-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cuneus-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-rh,0.0,0.0,0.4482758620689655,0.0,0.20689655172413793,0.0,0.0,0.3448275862068966
frontalpole-rh,0.0,0.0,0.0,0.5405405405405406,0.0,0.21621621621621623,0.24324324324324326,0.0
insula-rh,0.0,0.0,0.3018867924528302,0.0,0.33962264150943394,0.0,0.0,0.3584905660377358
posteriorcingulate-lh,0.0,0.0,0.0,0.13793103448275862,0.0,0.5517241379310345,0.3103448275862069,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.14516129032258066,0.0,0.3064516129032258,0.5483870967741935,0.0
temporalpole-rh,0.0,0.0,0.4,0.0,0.23076923076923078,0.0,0.0,0.36923076923076925
