,parsopercularis-lh,parstriangularis-rh,postcentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
parsopercularis-lh,0.7307692307692307,0.0,0.0,0.0,0.0,0.2692307692307692,0.0,0.0
parstriangularis-rh,0.0,0.2734375,0.078125,0.171875,0.21875,0.0859375,0.078125,0.09375
postcentral-lh,0.0,0.11764705882352941,0.23529411764705882,0.0,0.0,0.18823529411764706,0.23529411764705882,0.2235294117647059
rostralmiddlefrontal-lh,0.0,0.20689655172413793,0.0,0.4482758620689655,0.3103448275862069,0.008620689655172414,0.008620689655172414,0.017241379310344827
rostralmiddlefrontal-rh,0.0,0.24778761061946902,0.0,0.30973451327433627,0.40707964601769914,0.008849557522123894,0.008849557522123894,0.017699115044247787
superiortemporal-lh,0.1,0.1,0.16666666666666666,0.0,0.0,0.3111111111111111,0.15555555555555556,0.16666666666666666
superiortemporal-rh,0.0,0.1111111111111111,0.2222222222222222,0.011111111111111112,0.011111111111111112,0.17777777777777778,0.26666666666666666,0.2
supramarginal-lh,0.0,0.1348314606741573,0.21348314606741572,0.02247191011235955,0.02247191011235955,0.1797752808988764,0.20224719101123595,0.2247191011235955
