,parsopercularis-lh,parstriangularis-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,supramarginal-lh
parsopercularis-lh,0.7241379310344828,0.0,0.0,0.0,0.0,0.0,0.27586206896551724,0.0
parstriangularis-rh,0.0,0.24725274725274726,0.06043956043956044,0.21978021978021978,0.12087912087912088,0.14835164835164835,0.11538461538461539,0.08791208791208792
postcentral-lh,0.0,0.11,0.25,0.2,0.0,0.0,0.19,0.25
postcentral-rh,0.0,0.18407960199004975,0.11940298507462686,0.24378109452736318,0.07462686567164178,0.07960199004975124,0.15422885572139303,0.14427860696517414
rostralmiddlefrontal-lh,0.0,0.19658119658119658,0.0,0.1623931623931624,0.358974358974359,0.28205128205128205,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.225,0.0,0.16666666666666666,0.25,0.35833333333333334,0.0,0.0
superiortemporal-lh,0.06993006993006994,0.15384615384615385,0.13286713286713286,0.18181818181818182,0.0,0.0,0.2937062937062937,0.16783216783216784
supramarginal-lh,0.0,0.13114754098360656,0.21311475409836064,0.21311475409836064,0.0,0.0,0.19672131147540983,0.2459016393442623
