,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
inferiorparietal-rh,0.2616822429906542,0.028037383177570093,0.14953271028037382,0.12149532710280374,0.0,0.14953271028037382,0.16822429906542055,0.12149532710280374
parsopercularis-lh,0.08571428571428572,0.34285714285714286,0.0,0.0,0.0,0.3142857142857143,0.2571428571428571,0.0
parstriangularis-rh,0.16346153846153846,0.0,0.23076923076923078,0.125,0.08653846153846154,0.125,0.14423076923076922,0.125
postcentral-lh,0.16831683168316833,0.0,0.15841584158415842,0.1782178217821782,0.0,0.15841584158415842,0.16831683168316833,0.16831683168316833
rostralmiddlefrontal-rh,0.0,0.0,0.21621621621621623,0.0,0.7837837837837838,0.0,0.0,0.0
superiortemporal-lh,0.152,0.088,0.128,0.112,0.0,0.224,0.184,0.112
superiortemporal-rh,0.15384615384615385,0.08461538461538462,0.13076923076923078,0.11538461538461539,0.0,0.19230769230769232,0.2076923076923077,0.11538461538461539
supramarginal-lh,0.17,0.0,0.16,0.17,0.0,0.16,0.17,0.17
