,bankssts-lh,entorhinal-rh,frontalpole-rh,inferiortemporal-lh,isthmuscingulate-rh,lateralorbitofrontal-rh,parahippocampal-lh,parsopercularis-rh
bankssts-lh,0.72,0.0,0.0,0.0,0.0,0.0,0.28,0.0
entorhinal-rh,0.0,0.6571428571428571,0.0,0.2571428571428571,0.0,0.0,0.08571428571428572,0.0
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
inferiortemporal-lh,0.0,0.15217391304347827,0.0,0.5652173913043478,0.0,0.13043478260869565,0.15217391304347827,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.0,0.0,0.0,0.21052631578947367,0.0,0.631578947368421,0.0,0.15789473684210525
parahippocampal-lh,0.21951219512195122,0.024390243902439025,0.0,0.07317073170731707,0.0,0.0,0.6829268292682927,0.0
parsopercularis-rh,0.0,0.0,0.0,0.0,0.0,0.22857142857142856,0.0,0.7714285714285715
