,frontalpole-lh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parahippocampal-rh,parstriangularis-rh,supramarginal-lh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.8365650969529086,0.0,0.0,0.07479224376731301,0.008310249307479225,0.00554016620498615,0.05817174515235457,0.01662049861495845
lateralorbitofrontal-rh,0.006514657980456026,0.4723127035830619,0.254071661237785,0.0,0.15309446254071662,0.0,0.019543973941368076,0.09446254071661238
medialorbitofrontal-rh,0.012875536480686695,0.31759656652360513,0.3605150214592275,0.0,0.1759656652360515,0.0,0.030042918454935622,0.10300429184549356
parahippocampal-rh,0.08870967741935484,0.0,0.0,0.8145161290322581,0.0,0.0967741935483871,0.0,0.0
parstriangularis-rh,0.0028169014084507044,0.14929577464788732,0.1267605633802817,0.0,0.6169014084507042,0.008450704225352112,0.005633802816901409,0.09014084507042254
supramarginal-lh,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0
temporalpole-lh,0.1656441717791411,0.006134969325153374,0.012269938650306749,0.0,0.0,0.0,0.7484662576687117,0.06748466257668712
temporalpole-rh,0.031446540880503145,0.08490566037735849,0.05660377358490566,0.0,0.08176100628930817,0.0,0.05345911949685535,0.6918238993710691
