,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-lh,0.12734864300626306,0.12734864300626306,0.12734864300626306,0.12734864300626306,0.12734864300626306,0.12734864300626306,0.12734864300626306,0.10855949895615867
caudalmiddlefrontal-rh,0.12015503875968993,0.13178294573643412,0.13178294573643412,0.13178294573643412,0.12015503875968993,0.13178294573643412,0.13178294573643412,0.10077519379844961
inferiorparietal-rh,0.11854684512428298,0.13001912045889102,0.14340344168260039,0.13001912045889102,0.11854684512428298,0.13001912045889102,0.13001912045889102,0.0994263862332696
parsopercularis-lh,0.12133072407045009,0.13111545988258316,0.13111545988258316,0.13111545988258316,0.12133072407045009,0.13111545988258316,0.13111545988258316,0.10176125244618395
rostralmiddlefrontal-lh,0.12734864300626306,0.12734864300626306,0.12734864300626306,0.12734864300626306,0.12734864300626306,0.12734864300626306,0.12734864300626306,0.10855949895615867
superiorfrontal-rh,0.11787072243346007,0.1311787072243346,0.1311787072243346,0.12927756653992395,0.11787072243346007,0.14258555133079848,0.1311787072243346,0.09885931558935361
superiorparietal-rh,0.12015503875968993,0.13178294573643412,0.13178294573643412,0.13178294573643412,0.12015503875968993,0.13178294573643412,0.13178294573643412,0.10077519379844961
superiortemporal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
