,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.17845117845117844,0.17845117845117844,0.15488215488215487,0.04040404040404041,0.12121212121212122,0.17845117845117844,0.08754208754208755,0.06060606060606061
inferiorparietal-rh,0.16463414634146342,0.2073170731707317,0.1402439024390244,0.036585365853658534,0.10975609756097561,0.2073170731707317,0.07926829268292683,0.054878048780487805
parsopercularis-lh,0.16544117647058823,0.16544117647058823,0.16544117647058823,0.04411764705882353,0.1323529411764706,0.16544117647058823,0.09558823529411764,0.0661764705882353
parstriangularis-rh,0.08208955223880597,0.08208955223880597,0.08208955223880597,0.31343283582089554,0.09701492537313433,0.08208955223880597,0.09701492537313433,0.16417910447761194
rostralmiddlefrontal-lh,0.1417004048582996,0.1417004048582996,0.1417004048582996,0.05263157894736842,0.1700404858299595,0.1417004048582996,0.13765182186234817,0.0728744939271255
superiorfrontal-rh,0.16463414634146342,0.2073170731707317,0.1402439024390244,0.036585365853658534,0.10975609756097561,0.2073170731707317,0.07926829268292683,0.054878048780487805
superiortemporal-lh,0.12755102040816327,0.12755102040816327,0.12755102040816327,0.0663265306122449,0.16326530612244897,0.12755102040816327,0.1683673469387755,0.09183673469387756
superiortemporal-rh,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1568627450980392,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.17647058823529413
