,bankssts-rh,frontalpole-rh,inferiortemporal-rh,isthmuscingulate-rh,lateraloccipital-rh,lingual-rh,parahippocampal-rh,pericalcarine-lh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.8105263157894737,0.0,0.0,0.18947368421052632,0.0,0.0,0.0
inferiortemporal-rh,0.0,0.0,0.44715447154471544,0.0,0.0,0.16260162601626016,0.3902439024390244,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.4681372549019608,0.14460784313725492,0.051470588235294115,0.0,0.33578431372549017
lateraloccipital-rh,0.0,0.1021021021021021,0.0,0.1891891891891892,0.4444444444444444,0.0,0.0,0.26426426426426425
lingual-rh,0.0,0.0,0.17040358744394618,0.09417040358744394,0.0,0.3901345291479821,0.2825112107623318,0.06278026905829596
parahippocampal-rh,0.0,0.0,0.23697916666666666,0.0,0.0,0.16927083333333334,0.59375,0.0
pericalcarine-lh,0.0,0.0,0.0,0.3236607142857143,0.1875,0.03571428571428571,0.0,0.453125
