,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.1259259259259259,0.12962962962962962,0.1111111111111111,0.13333333333333333,0.12222222222222222,0.12962962962962962,0.1259259259259259,0.12222222222222222
caudalmiddlefrontal-rh,0.10355987055016182,0.1423948220064725,0.09061488673139159,0.13915857605177995,0.12944983818770225,0.14563106796116504,0.11974110032362459,0.12944983818770225
parstriangularis-rh,0.11857707509881422,0.11857707509881422,0.18972332015810275,0.1225296442687747,0.1067193675889328,0.11462450592885376,0.11857707509881422,0.11067193675889328
postcentral-rh,0.10256410256410256,0.14102564102564102,0.08974358974358974,0.14423076923076922,0.1282051282051282,0.14423076923076922,0.11858974358974358,0.13141025641025642
rostralmiddlefrontal-rh,0.10437710437710437,0.1414141414141414,0.08754208754208755,0.1414141414141414,0.13468013468013468,0.1414141414141414,0.11447811447811448,0.13468013468013468
superiortemporal-lh,0.10509554140127389,0.14012738853503184,0.08598726114649681,0.13694267515923567,0.1337579617834395,0.15605095541401273,0.11464968152866242,0.12738853503184713
superiortemporal-rh,0.11231884057971014,0.13405797101449277,0.10144927536231885,0.13405797101449277,0.12318840579710146,0.13768115942028986,0.13043478260869565,0.12681159420289856
supramarginal-lh,0.10104529616724739,0.13937282229965156,0.09059233449477352,0.14285714285714285,0.13240418118466898,0.13937282229965156,0.11846689895470383,0.13588850174216027
