,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,precentral-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh
caudalmiddlefrontal-rh,0.1340782122905028,0.13966480446927373,0.0446927374301676,0.13966480446927373,0.1340782122905028,0.12849162011173185,0.13966480446927373,0.13966480446927373
inferiorparietal-rh,0.1329479768786127,0.13872832369942195,0.04046242774566474,0.14450867052023122,0.1329479768786127,0.12716763005780346,0.13872832369942195,0.14450867052023122
parsopercularis-lh,0.11627906976744186,0.10465116279069768,0.1511627906976744,0.12790697674418605,0.10465116279069768,0.13953488372093023,0.11627906976744186,0.13953488372093023
precentral-lh,0.13368983957219252,0.13368983957219252,0.0481283422459893,0.1443850267379679,0.12834224598930483,0.12834224598930483,0.13903743315508021,0.1443850267379679
rostralmiddlefrontal-rh,0.13450292397660818,0.14035087719298245,0.04093567251461988,0.14035087719298245,0.13450292397660818,0.1286549707602339,0.14035087719298245,0.14035087719298245
superiorfrontal-lh,0.13513513513513514,0.12972972972972974,0.05405405405405406,0.14054054054054055,0.12972972972972974,0.13513513513513514,0.13513513513513514,0.14054054054054055
superiorfrontal-rh,0.13259668508287292,0.13812154696132597,0.04419889502762431,0.143646408839779,0.13259668508287292,0.1270718232044199,0.13812154696132597,0.143646408839779
superiorparietal-lh,0.13089005235602094,0.13089005235602094,0.05235602094240838,0.14659685863874344,0.1256544502617801,0.13089005235602094,0.13612565445026178,0.14659685863874344
