,caudalmiddlefrontal-rh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.391025641025641,0.038461538461538464,0.04487179487179487,0.20512820512820512,0.04487179487179487,0.08333333333333333,0.04487179487179487,0.14743589743589744
parstriangularis-rh,0.025210084033613446,0.226890756302521,0.13445378151260504,0.058823529411764705,0.15966386554621848,0.12605042016806722,0.13445378151260504,0.13445378151260504
precentral-rh,0.016574585635359115,0.09392265193370165,0.27624309392265195,0.04419889502762431,0.2265193370165746,0.11602209944751381,0.10497237569060773,0.12154696132596685
rostralmiddlefrontal-rh,0.2323943661971831,0.08450704225352113,0.08450704225352113,0.2676056338028169,0.09154929577464789,0.07746478873239436,0.08450704225352113,0.07746478873239436
superiorparietal-rh,0.016304347826086956,0.09239130434782608,0.20108695652173914,0.043478260869565216,0.2554347826086957,0.13043478260869565,0.11956521739130435,0.14130434782608695
superiortemporal-lh,0.06111111111111111,0.08888888888888889,0.1111111111111111,0.044444444444444446,0.16111111111111112,0.2222222222222222,0.12777777777777777,0.18333333333333332
superiortemporal-rh,0.02142857142857143,0.11428571428571428,0.12857142857142856,0.05714285714285714,0.18571428571428572,0.15,0.17857142857142858,0.16428571428571428
supramarginal-rh,0.10526315789473684,0.08421052631578947,0.10526315789473684,0.042105263157894736,0.15263157894736842,0.16842105263157894,0.12105263157894737,0.22105263157894736
