,parsopercularis-lh,parstriangularis-rh,postcentral-lh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh,supramarginal-lh,supramarginal-rh
parsopercularis-lh,0.125,0.041666666666666664,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
parstriangularis-rh,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
postcentral-lh,0.017241379310344827,0.005747126436781609,0.19540229885057472,0.11494252873563218,0.1724137931034483,0.1724137931034483,0.15517241379310345,0.16666666666666666
rostralmiddlefrontal-lh,0.0,0.0,0.15966386554621848,0.19327731092436976,0.15966386554621848,0.14285714285714285,0.17647058823529413,0.16806722689075632
superiorparietal-lh,0.01764705882352941,0.0058823529411764705,0.18235294117647058,0.11764705882352941,0.17647058823529413,0.17058823529411765,0.1588235294117647,0.17058823529411765
superiorparietal-rh,0.018404907975460124,0.006134969325153374,0.18404907975460122,0.11042944785276074,0.17791411042944785,0.18404907975460122,0.15337423312883436,0.1656441717791411
supramarginal-lh,0.018633540372670808,0.006211180124223602,0.16770186335403728,0.13664596273291926,0.16770186335403728,0.15527950310559005,0.17391304347826086,0.17391304347826086
supramarginal-rh,0.017964071856287425,0.005988023952095809,0.17365269461077845,0.12574850299401197,0.17365269461077845,0.16167664670658682,0.16766467065868262,0.17365269461077845
