,parsopercularis-lh,parstriangularis-rh,precentral-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
parsopercularis-lh,0.32727272727272727,0.2545454545454545,0.16363636363636364,0.0,0.01818181818181818,0.10909090909090909,0.0,0.12727272727272726
parstriangularis-rh,0.25,0.375,0.1875,0.0625,0.020833333333333332,0.10416666666666667,0.0,0.0
precentral-rh,0.19607843137254902,0.21568627450980393,0.27450980392156865,0.13725490196078433,0.058823529411764705,0.0784313725490196,0.0392156862745098,0.0
superiorparietal-rh,0.0,0.01680672268907563,0.04201680672268908,0.37815126050420167,0.25210084033613445,0.01680672268907563,0.24369747899159663,0.05042016806722689
superiortemporal-lh,0.016666666666666666,0.025,0.025,0.2833333333333333,0.3,0.016666666666666666,0.23333333333333334,0.1
superiortemporal-rh,0.12,0.08,0.06,0.06,0.06,0.44,0.06,0.12
supramarginal-lh,0.010101010101010102,0.0,0.010101010101010102,0.30303030303030304,0.2828282828282828,0.030303030303030304,0.29292929292929293,0.0707070707070707
supramarginal-rh,0.08450704225352113,0.0,0.0,0.09859154929577464,0.16901408450704225,0.056338028169014086,0.09859154929577464,0.49295774647887325
