,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,parahippocampal-lh,pericalcarine-lh,pericalcarine-rh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.8870967741935484,0.07526881720430108,0.0,0.0,0.0,0.0,0.0,0.03763440860215054
frontalpole-rh,0.053691275167785234,0.6140939597315436,0.0,0.0,0.030201342281879196,0.0,0.29194630872483224,0.010067114093959731
isthmuscingulate-rh,0.0,0.0,0.6639676113360324,0.0,0.0,0.3360323886639676,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.9916666666666667,0.0,0.0,0.0,0.008333333333333333
pericalcarine-lh,0.0,0.07333333333333333,0.0,0.0,0.76,0.0,0.0,0.16666666666666666
pericalcarine-rh,0.0,0.0,0.27217125382262997,0.0,0.0,0.72782874617737,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.2750809061488673,0.0,0.0,0.0,0.0,0.7249190938511327,0.0
temporalpole-rh,0.05660377358490566,0.006289308176100629,0.0,0.006289308176100629,0.14465408805031446,0.0,0.0,0.7861635220125787
