,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,fusiform-rh,inferiortemporal-rh,insula-rh,lateraloccipital-lh,lingual-rh,parahippocampal-rh
caudalanteriorcingulate-lh,0.7903225806451613,0.20967741935483872,0.0,0.0,0.0,0.0,0.0,0.0
caudalanteriorcingulate-rh,0.2191780821917808,0.7808219178082192,0.0,0.0,0.0,0.0,0.0,0.0
fusiform-rh,0.0,0.0,0.3953488372093023,0.0,0.3023255813953488,0.0,0.0,0.3023255813953488
inferiortemporal-rh,0.0,0.0,0.0,0.9090909090909091,0.0,0.09090909090909091,0.0,0.0
insula-rh,0.0,0.0,0.2830188679245283,0.0,0.5471698113207547,0.0,0.0,0.16981132075471697
lateraloccipital-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lingual-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.23404255319148937,0.0,0.14893617021276595,0.0,0.0,0.6170212765957447
