,frontalpole-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parahippocampal-rh,parsorbitalis-lh,parsorbitalis-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.7272727272727273,0.03305785123966942,0.0,0.0,0.2396694214876033,0.0,0.0,0.0
lateralorbitofrontal-lh,0.009433962264150943,0.5943396226415094,0.1179245283018868,0.0,0.18396226415094338,0.0,0.04716981132075472,0.04716981132075472
medialorbitofrontal-lh,0.0,0.1497584541062802,0.5748792270531401,0.043478260869565216,0.033816425120772944,0.057971014492753624,0.07246376811594203,0.06763285024154589
parahippocampal-rh,0.0,0.0,0.043478260869565216,0.9006211180124224,0.0,0.0,0.0,0.055900621118012424
parsorbitalis-lh,0.13043478260869565,0.19806763285024154,0.024154589371980676,0.0,0.5700483091787439,0.0,0.028985507246376812,0.04830917874396135
parsorbitalis-rh,0.0,0.0,0.1044776119402985,0.0,0.0,0.8656716417910447,0.0,0.029850746268656716
temporalpole-lh,0.0,0.04371584699453552,0.12568306010928962,0.0,0.02185792349726776,0.0,0.7540983606557377,0.0546448087431694
temporalpole-rh,0.0,0.06535947712418301,0.09803921568627451,0.0915032679738562,0.06535947712418301,0.013071895424836602,0.0457516339869281,0.6209150326797386
