,entorhinal-lh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parsopercularis-lh,parsopercularis-rh,parsorbitalis-lh,parsorbitalis-rh
entorhinal-lh,0.8709677419354839,0.0,0.0,0.0,0.12903225806451613,0.0,0.0,0.0
lateralorbitofrontal-lh,0.0,0.5541125541125541,0.0735930735930736,0.030303030303030304,0.047619047619047616,0.012987012987012988,0.20346320346320346,0.07792207792207792
lateralorbitofrontal-rh,0.0,0.03081232492997199,0.4341736694677871,0.0896358543417367,0.13165266106442577,0.0392156862745098,0.15966386554621848,0.11484593837535013
medialorbitofrontal-rh,0.0,0.03088803088803089,0.0888030888030888,0.525096525096525,0.10038610038610038,0.1969111969111969,0.05019305019305019,0.007722007722007722
parsopercularis-lh,0.04281345565749235,0.01529051987767584,0.13761467889908258,0.09174311926605505,0.44648318042813456,0.09174311926605505,0.12844036697247707,0.045871559633027525
parsopercularis-rh,0.0,0.021929824561403508,0.07017543859649122,0.19298245614035087,0.10526315789473684,0.5263157894736842,0.021929824561403508,0.06140350877192982
parsorbitalis-lh,0.0,0.12218649517684887,0.20257234726688103,0.05466237942122187,0.14790996784565916,0.01607717041800643,0.39228295819935693,0.06430868167202572
parsorbitalis-rh,0.0,0.0611353711790393,0.2052401746724891,0.004366812227074236,0.07423580786026202,0.0611353711790393,0.09606986899563319,0.4978165938864629
