,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,parahippocampal-lh,parsorbitalis-rh,rostralanteriorcingulate-rh,temporalpole-lh
entorhinal-lh,0.5229885057471264,0.040229885057471264,0.022988505747126436,0.0,0.25862068965517243,0.0,0.0,0.15517241379310345
frontalpole-lh,0.07954545454545454,0.5568181818181818,0.26136363636363635,0.10227272727272728,0.0,0.0,0.0,0.0
frontalpole-rh,0.05825242718446602,0.2621359223300971,0.42718446601941745,0.23300970873786409,0.0,0.0,0.019417475728155338,0.0
medialorbitofrontal-rh,0.0,0.11578947368421053,0.29473684210526313,0.47368421052631576,0.0,0.0,0.11578947368421053,0.0
parahippocampal-lh,0.2916666666666667,0.0,0.0,0.0,0.6333333333333333,0.0,0.0,0.075
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.045454545454545456,0.14772727272727273,0.0,0.0,0.7272727272727273,0.07954545454545454
temporalpole-lh,0.27049180327868855,0.0,0.0,0.0,0.10655737704918032,0.0,0.040983606557377046,0.5819672131147541
