,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,FCz
Fp1,0.06922110189847563,0.012560753331591405,0.02035667841302985,0.013126715190318744,0.010245703640419882,0.009515664343349012,0.012512646232535427,0.01406390832850358,0.013846693094818528,0.007343836017445704,0.017849831294321074,0.024779257310292357,0.019558775875727408,0.01823122628559614,0.006726936227176285,0.017562919600571582,0.020921173695890895,0.010199694085916857,0.010139061405770268,0.019146199094085853,0.02451786574193715,0.010483408303213673,0.018698774082412082,0.00933969229260153,0.01858170381122481,0.003163625835295959,0.0015961717185714584,0.017870687367396387,0.019864343778752774,0.012450180332555969,0.006566422909252003,0.05870504522902918,0.02060664433219417,0.005484806154652744,0.0440479240158176,0.007763276715205667,0.0056844651109616414,0.004248806710314466,0.00680952491229791,0.011552763801442408,0.01890812778732549,0.015521156090159218,0.01915626048665694,0.011759286673869714,0.009306310638435605,0.004448465666623363,0.013330304911013464,0.011237134505845958,0.023811146706461124,0.003680014019101025,0.024157326823737398,0.020905714963067697,0.018759773406525244,0.018434449362324287,0.024881968780556152,0.015261862066356966,0.008920984882774714,0.013914556335050104,0.014353386530019087,0.008186281533384878,0.016473807961167253,0.013632308693619581,0.015014462654958661
Fz,0.007647714195339746,0.05098149677680735,0.00858128609071919,0.01070073341714575,0.012525119133141083,0.012407664184704601,0.021710634902047183,0.010760081872074069,0.009164612507789755,0.015970993614118606,0.014859011798114464,0.013525274990030943,0.014281604779255384,0.01608201631460294,0.006555245385130876,0.018300208842300658,0.014939263514159126,0.01823442813942019,0.02296748132250676,0.021702521989884677,0.011607408506246905,0.025563106543680932,0.018459031610179623,0.018126766767356577,0.014917921550252577,0.015075063653921184,0.02151124757335568,0.00902069945586519,0.012925722748635363,0.011097462854478652,0.018654180204870002,0.007900530580748081,0.006728687460074956,0.027480169768835015,0.012110044504482604,0.009163296399419141,0.018178879715702798,0.020114726834972667,0.02124388602783269,0.015472231794044288,0.019650097327758735,0.020668598375974172,0.02432636012570775,0.018786619016211342,0.012433244882612278,0.009043283381191895,0.012809948464409242,0.01343003941108142,0.014147485303703685,0.018830180349604847,0.0100555004753561,0.01281937748494236,0.010909549766370374,0.012144615520133194,0.011072685415200926,0.01927595181575254,0.018185311963654943,0.025967510190386137,0.01160009885271435,0.014266695063300982,0.019624881185690807,0.011864463625656367,0.02083904367833728
F3,0.012951486773645719,0.00902555050636454,0.05107828261664459,0.022675543755712617,0.02413496194361006,0.018836698557023534,0.012278459358996605,0.018235964388068175,0.021467100473552214,0.008468772162543443,0.02353562276350464,0.015161737195479405,0.015360577812040406,0.012822053690549678,0.008435716397344466,0.01870546019423934,0.01789450667614311,0.018380578232178223,0.008273925043474416,0.015027613120466424,0.032515439517769314,0.005219665338345519,0.010426748424319066,0.012658867347829693,0.015328917035691364,0.016148459308667595,0.007258236397108139,0.026923859210941786,0.022888457348024444,0.02452665293049411,0.0027346704948807738,0.020519520106329882,0.024191089730278083,0.0022538916906586514,0.015053570854164255,0.009620485898139774,0.009372300970102599,0.012800280923401654,0.002596648656904735,0.02145141368717107,0.014293958396290184,0.007146582583668149,0.011845917080987471,0.009772389242808805,0.008946760989065694,0.008665424561300625,0.013042571339729785,0.015340706059109453,0.013371446799282878,0.009322669455039673,0.02762804137657281,0.028278502795120012,0.022388600019825254,0.021845005688272183,0.012232917075954572,0.014712113142239188,0.01550379666730052,0.009139611359388735,0.018095152572392262,0.028603193288123295,0.002806676536987774,0.028020046919766152,0.011758128517970411
F7,0.008616313506999807,0.01224277502289801,0.023571759662456514,0.045095186380341365,0.029882035890088685,0.030272087262710308,0.019454489491931938,0.010291021156154379,0.02688125486381881,0.0031992494485533884,0.011495706902656206,0.008281371977168892,0.012672876828603904,0.022242979017572523,0.009550838507857977,0.013109811971800235,0.01794934170978118,0.020768054323744584,0.014339332338314987,0.02281228726582199,0.030152144501277373,0.010722463562130875,0.01639039861788283,0.021884595602454253,0.017661257883297483,0.008235854874092275,0.010875440948565256,0.027790997379119022,0.012189031847605388,0.02864697065189913,0.00203587653372398,0.018759823946712155,0.03006673336848139,0.007961515924271904,0.014661869591753182,0.010455036151483393,0.002162678699874835,0.008751341745366667,0.008115886045431855,0.012109113452029238,0.010492275047889035,0.01603892674193745,0.01790658400892822,0.01633523664063715,0.005120728092519234,0.007552226937767123,0.006813358822513841,0.015136043631355154,0.0072944183340612175,0.01602234426136802,0.013989201062640212,0.011295845745647123,0.009508054739777535,0.014171139138809262,0.008678308821735922,0.018078877210928206,0.019825303250670407,0.015499945850920736,0.030886808345126457,0.028786177094442707,0.0007360565785746561,0.029631138825555663,0.017843195959466533
FT9,0.005778429891702913,0.011800747858393142,0.020070763996595426,0.024891440283337354,0.04508899527201145,0.029097559696997562,0.017759878275718496,0.00807132437437446,0.02005477777509073,0.003456815662769438,0.009899701927696479,0.011476096889184498,0.00922237339859881,0.01752997140553519,0.00772487494574774,0.011770919063200744,0.014619405984150766,0.018410907968603854,0.019545970771323508,0.02743756503788968,0.019775941822579177,0.016337330479175374,0.021684740826817542,0.02145905707119586,0.016964204983665403,0.011277543756472982,0.015788104803275513,0.02334784955155658,0.00930113127611945,0.026802521566509023,0.0033985443835477316,0.011609873349179383,0.02170556886842146,0.013119902514599012,0.00882048949414892,0.014512205622600815,0.003496818441553147,0.01045668067713804,0.010771434924987985,0.011178437911769715,0.018047779162890895,0.017641394881646767,0.023925592161529688,0.019438077254192013,0.007823010372636847,0.007936577496565414,0.014852288288848919,0.017049606885797278,0.013190630056345333,0.016817972261145904,0.010455432997091263,0.010037146977787752,0.011928573449358335,0.012827085357283451,0.010557514276309375,0.02092270355116954,0.01834149228797667,0.019519533303994883,0.028140360616501818,0.027685324515162056,0.000650891061769045,0.02607245673387041,0.020621653245890985
FC5,0.005732963920419103,0.012861561622910344,0.018037141788751515,0.028413469313898328,0.032637195896248195,0.04468148015288473,0.018307675990068134,0.007808331827174612,0.02417102159546064,0.002999395790430456,0.00952109587806664,0.007447825237433172,0.010835553317421419,0.023450878174228685,0.009526517918181834,0.01246535227749513,0.019356663518601293,0.017228253486965855,0.018031874007646862,0.024481298825684575,0.022208541745461843,0.01597645474485028,0.018235758470089854,0.0249448734092138,0.021976473833582307,0.006721902026465831,0.017203394811522468,0.025170649522727215,0.0100062043630461,0.02595273614195799,0.004699372753980601,0.013231530526000514,0.024197107778775144,0.013250405921098867,0.012694607424012242,0.011851089615413382,0.002363599226898476,0.00864939462003124,0.012197581609941822,0.012935422150000122,0.012260598056801214,0.018562147561648826,0.021996934486171967,0.0182324336960967,0.004697633237478753,0.008569957793815726,0.008147662265086009,0.019587658181620254,0.008695071697684478,0.01755341507065371,0.011132531451672732,0.007116014105759006,0.008576761600812575,0.012393434757516848,0.009158134272582972,0.020043713458912246,0.018484092502314968,0.015869704227449148,0.03137890186515686,0.02487576865459794,0.0031805188435521,0.02635262801098655,0.020671632966586802
FC1,0.008434088431609161,0.02316262261745857,0.012300405305281203,0.020021250890372953,0.02170804925770354,0.019859357743713547,0.04517331460583712,0.005295074336974009,0.014203021847990306,0.010193640688943848,0.004807058730091154,0.012581947404404086,0.007652839158307327,0.020502204332677323,0.006491542396062933,0.010423518796841846,0.015976655503390304,0.019071078504151972,0.021916869665141062,0.03165064681055976,0.012875159605277233,0.024966755235893826,0.025525102703692827,0.027425415277816036,0.014362568094972161,0.011078099884193381,0.018942041952978293,0.01482709323953367,0.003814674347992989,0.019232993116357212,0.011392477113256156,0.011324417022607156,0.013886319184795812,0.02150393338239403,0.013977805341128666,0.008567797316592116,0.008807116687064898,0.011692762211480703,0.012502131349821496,0.0056915286581136005,0.019193106554611747,0.02536561012057555,0.03082483864170319,0.02125758404566151,0.012769624249197815,0.0093959953162179,0.014569020137186304,0.014336762931292008,0.014142056120238541,0.016157270183605545,0.0035636526774511955,0.0059120728311659685,0.007894473230138914,0.004070389817889887,0.01119541266975222,0.023387860589866045,0.018960817150398705,0.02855858144224856,0.022515082229139692,0.017921516240295338,0.011767841535616528,0.01747813465837763,0.02494091787389493
C3,0.009555630521736202,0.012165334528462048,0.02192951176312744,0.01019176051309344,0.010152127219503006,0.007969352905189839,0.005202930338691521,0.052320599772746924,0.015946581318887862,0.01817701057875651,0.03930202290961068,0.014370066897167374,0.030436165146977695,0.012045164011524225,0.00960691469647019,0.017167013148445622,0.01965712715252059,0.017307871083609077,0.007790676291025209,0.0035489274085152107,0.02140259152944405,0.006141536690329728,0.0038154362402484762,0.00812792261541578,0.02029565227275403,0.022241207339811546,0.008495692624586283,0.016347887191865654,0.04153785947738288,0.008654842849099167,0.01773541782617291,0.0114450380845789,0.008655459899250324,0.012867338682995761,0.009116505969757235,0.020885471026450747,0.02521926186999484,0.02414890719200368,0.01270020334238205,0.036931425836458164,0.004895554113065509,0.0041728260044419496,0.0023700165588655697,0.005208410718323508,0.008717087783097129,0.01276977980646547,0.016465626044063063,0.009903910677119172,0.012714249352401806,0.014601225250504092,0.03870189698266535,0.036994831799030015,0.022903505129026405,0.034279039821250315,0.015595942570492906,0.010403392476778413,0.012482473948913931,0.0041710113898526914,0.008382236587582758,0.01828734482914003,0.01761038397975426,0.014631095349268652,0.0021297120608541357
T7,0.009423865215751804,0.009868572979791908,0.02296895007227527,0.027242020790318608,0.02455410998553768,0.025939100918712092,0.013769512670927804,0.014937895713381527,0.049916163735036725,0.0028489801664506893,0.018902193857251996,0.00737361052886438,0.019758132266617774,0.019403715019461913,0.007523787205384466,0.016016188004767357,0.017376320806176383,0.014581804065474081,0.011676686072523418,0.01770747804809765,0.028109251416466762,0.01135167435353421,0.014345684502654669,0.017881913558934075,0.02195976222492338,0.008375777515798027,0.009311313522714717,0.024390766925667287,0.01713397944620412,0.022855799081789138,0.005082489116939931,0.017286429820924838,0.02142189094834935,0.01016250476986288,0.013938601722097564,0.014177194748933957,0.0067373527716853236,0.009792247909523374,0.010664824995338192,0.021153816119125514,0.007751687312887532,0.012471339961538905,0.016676904362079102,0.014776027288446365,0.004577295895814935,0.005895655848972394,0.00983422052359129,0.014995907706449436,0.010890927210494113,0.015064812384667023,0.018809429876350772,0.014390929644004966,0.013136127909398429,0.022068166053191896,0.010130026480230194,0.018862694707201064,0.018124654450539037,0.013819305208679366,0.026172347485881826,0.029097652722601047,0.0037581834066667593,0.024022583997712066,0.016750755968330654
TP9,0.007523738069419784,0.024548739476637778,0.012402850940734785,0.003535603668109305,0.005424809151602656,0.00360699934006776,0.01408994775907799,0.020421967241868736,0.0033751959595227136,0.0515258403802758,0.028647965860797667,0.0147825888937409,0.022071062323900353,0.009477798888090827,0.009322619122355453,0.031027321633153967,0.011251830987832999,0.02014323496190892,0.01553870086009539,0.0119796327422787,0.012371461650760524,0.013820214751777922,0.010202521564471056,0.006141606987716007,0.012706049993238287,0.027392394261827234,0.018488219685283032,0.0036497747290241845,0.028229211243893167,0.007545818015641054,0.03087868220419935,0.007084288009780133,0.0013076563316798467,0.022631605961885452,0.010331850054176632,0.010954862201017013,0.03493236419243058,0.02762627439760145,0.017383054199403142,0.028169201670916875,0.014729119657545371,0.016476536119958113,0.009992105878404222,0.012317300162821936,0.024831935338149185,0.024710531688710485,0.016590397109779748,0.01171713232350245,0.008129826103333543,0.01839612857058942,0.021966892858481517,0.027477945039740083,0.017164021421326378,0.015021624862809765,0.015140641685926048,0.015105098885493442,0.009208758132533818,0.012648809427234224,0.003138236745683021,0.011966862139810422,0.03150231449322622,0.005030903487891659,0.004191317498853494
