,TP9,Oz,TP10,AF7,C5,POz,CPz,TP8
TP9,0.803030303030303,0.0,0.0,0.0,0.12121212121212122,0.0,0.07575757575757576,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.5068493150684932,0.0,0.4931506849315068,0.0,0.0
C5,0.4090909090909091,0.0,0.0,0.0,0.36363636363636365,0.0,0.22727272727272727,0.0
POz,0.0,0.0,0.0,0.5034965034965035,0.0,0.4965034965034965,0.0,0.0
CPz,0.35294117647058826,0.0,0.0,0.0,0.35294117647058826,0.0,0.29411764705882354,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
