,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,precentral-lh,superiorparietal-lh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.1328125,0.125,0.140625,0.09375,0.109375,0.1328125,0.140625,0.125
parsopercularis-lh,0.10606060606060606,0.14393939393939395,0.15151515151515152,0.09090909090909091,0.08333333333333333,0.15151515151515152,0.15151515151515152,0.12121212121212122
parstriangularis-rh,0.1,0.125,0.2,0.075,0.08125,0.15625,0.15625,0.10625
postcentral-rh,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.11956521739130435,0.09782608695652174,0.13043478260869565,0.13043478260869565,0.13043478260869565
precentral-lh,0.14035087719298245,0.11403508771929824,0.13157894736842105,0.09649122807017543,0.14035087719298245,0.12280701754385964,0.14035087719298245,0.11403508771929824
superiorparietal-lh,0.10067114093959731,0.1342281879194631,0.16778523489932887,0.08053691275167785,0.08053691275167785,0.1610738255033557,0.1610738255033557,0.11409395973154363
superiortemporal-lh,0.10759493670886076,0.12658227848101267,0.17088607594936708,0.0759493670886076,0.08860759493670886,0.15822784810126583,0.16455696202531644,0.10759493670886076
supramarginal-lh,0.11570247933884298,0.14049586776859505,0.14049586776859505,0.09917355371900827,0.09090909090909091,0.14049586776859505,0.14049586776859505,0.1322314049586777
