,frontalpole-lh,frontalpole-rh,insula-rh,parahippocampal-rh,parstriangularis-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.47191011235955055,0.25842696629213485,0.02247191011235955,0.0,0.0,0.0,0.24719101123595505,0.0
frontalpole-rh,0.12727272727272726,0.5333333333333333,0.012121212121212121,0.19393939393939394,0.0,0.0,0.13333333333333333,0.0
insula-rh,0.0,0.0,0.797752808988764,0.0,0.0,0.07865168539325842,0.12359550561797752,0.0
parahippocampal-rh,0.0,0.38961038961038963,0.0,0.6103896103896104,0.0,0.0,0.0,0.0
parstriangularis-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.10416666666666667,0.0,0.0,0.8958333333333334,0.0,0.0
temporalpole-lh,0.18556701030927836,0.1958762886597938,0.15463917525773196,0.0,0.0,0.0,0.4639175257731959,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
