,Fp1,FT9,Oz,O2,FT10,F4,Fp2,AF4
Fp1,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0
FT9,0.0,0.36464088397790057,0.0,0.26519337016574585,0.3701657458563536,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.3356643356643357,0.0,0.32867132867132864,0.3356643356643357,0.0,0.0,0.0
FT10,0.0,0.3160377358490566,0.0,0.22641509433962265,0.45754716981132076,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
