,Fp1,FT9,T7,Oz,O2,FT10,Fp2,PO4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.3953488372093023,0.0,0.0,0.3333333333333333,0.0,0.0,0.2713178294573643
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.35833333333333334,0.0,0.0,0.35,0.0,0.0,0.2916666666666667
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.33653846153846156,0.0,0.0,0.33653846153846156,0.0,0.0,0.3269230769230769
