,Fp1,TP9,Oz,O2,F4,F8,Fp2,PO8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.37948717948717947,0.0,0.2358974358974359,0.09743589743589744,0.0,0.28717948717948716
O2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.2948717948717949,0.0,0.28846153846153844,0.12179487179487179,0.0,0.2948717948717949
F8,0.0,0.0,0.25333333333333335,0.0,0.25333333333333335,0.24,0.0,0.25333333333333335
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.3181818181818182,0.0,0.26136363636363635,0.10795454545454546,0.0,0.3125
