,Fp1,TP9,Oz,O2,F4,F8,Fp2,PO8
Fp1,0.3114754098360656,0.0,0.11136235161107971,0.0,0.0791407574901074,0.2080271339739966,0.24364047484454493,0.046353872244205764
TP9,0.0,0.6340057636887608,0.002881844380403458,0.07204610951008646,0.10662824207492795,0.040345821325648415,0.002881844380403458,0.14121037463976946
Oz,0.14088598402323893,0.0014524328249818446,0.3493100944081336,0.0,0.09513435003631082,0.1328976034858388,0.1430646332607117,0.13725490196078433
O2,0.0,0.0449438202247191,0.0,0.6947565543071161,0.1797752808988764,0.08052434456928839,0.0,0.0
F4,0.085995085995086,0.022113022113022112,0.08046683046683047,0.05835380835380835,0.3667076167076167,0.18243243243243243,0.04361179361179361,0.16031941031941033
F8,0.18527791687531298,0.007010515773660491,0.09263895843765649,0.021532298447671506,0.14922383575363043,0.28693039559339006,0.1557336004006009,0.10165247871807712
Fp2,0.28023407022106633,0.0019505851755526658,0.12873862158647595,0.0,0.046163849154746424,0.2022106631989597,0.28608582574772434,0.054616384915474644
PO8,0.05832147937411095,0.03556187766714083,0.13513513513513514,0.0,0.1856330014224751,0.14366998577524892,0.05903271692745377,0.38264580369843526
