,Fp1,FT9,T7,Oz,O2,FT10,Fp2,PO4
Fp1,0.32903225806451614,0.0,0.0,0.33548387096774196,0.0,0.0,0.33548387096774196,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.26804123711340205,0.0,0.0,0.3711340206185567,0.0,0.0,0.36082474226804123,0.0
O2,0.0,0.0,0.0,0.0,0.46153846153846156,0.46153846153846156,0.0,0.07692307692307693
FT10,0.0,0.0,0.0,0.0,0.46153846153846156,0.46153846153846156,0.0,0.07692307692307693
Fp2,0.27225130890052357,0.0,0.0,0.36649214659685864,0.0,0.0,0.3612565445026178,0.0
PO4,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.2
