,cuneus-rh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
cuneus-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.0,0.0,0.0,0.29927007299270075,0.19708029197080293,0.08029197080291971,0.2773722627737226,0.145985401459854
medialorbitofrontal-lh,0.0,0.0,0.0,0.14838709677419354,0.25161290322580643,0.17419354838709677,0.1935483870967742,0.23225806451612904
medialorbitofrontal-rh,0.0,0.0,0.0,0.06306306306306306,0.2072072072072072,0.32432432432432434,0.12612612612612611,0.27927927927927926
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.22077922077922077,0.22077922077922077,0.11688311688311688,0.2662337662337662,0.17532467532467533
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.1095890410958904,0.2191780821917808,0.23972602739726026,0.15753424657534246,0.273972602739726
