,caudalmiddlefrontal-rh,frontalpole-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parsorbitalis-rh,rostralanteriorcingulate-rh,temporalpole-lh
caudalmiddlefrontal-rh,0.5352112676056338,0.0,0.056338028169014086,0.2676056338028169,0.14084507042253522,0.0,0.0,0.0
frontalpole-rh,0.0,0.33653846153846156,0.125,0.028846153846153848,0.19230769230769232,0.0,0.3173076923076923,0.0
lateralorbitofrontal-lh,0.028169014084507043,0.2112676056338028,0.23943661971830985,0.09859154929577464,0.2535211267605634,0.0,0.16901408450704225,0.0
lateralorbitofrontal-rh,0.24285714285714285,0.07142857142857142,0.12857142857142856,0.3142857142857143,0.21428571428571427,0.0,0.02857142857142857,0.0
medialorbitofrontal-rh,0.06666666666666667,0.2,0.15,0.10833333333333334,0.325,0.0,0.15,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.32954545454545453,0.11363636363636363,0.0,0.1590909090909091,0.0,0.3977272727272727,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
