,caudalanteriorcingulate-lh,frontalpole-rh,fusiform-rh,isthmuscingulate-rh,medialorbitofrontal-rh,paracentral-lh,parahippocampal-rh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.5205970149253731,0.0,0.0191044776119403,0.08895522388059701,0.15582089552238806,0.0,0.005970149253731343,0.20955223880597015
frontalpole-rh,0.0,0.643979057591623,0.0,0.0,0.16666666666666666,0.029668411867364748,0.10645724258289703,0.053228621291448515
fusiform-rh,0.012615643397813289,0.0,0.43523969722455846,0.22960470984020184,0.00042052144659377626,0.0,0.30235492010092513,0.019764507989907486
isthmuscingulate-rh,0.06136900078678206,0.0,0.2108575924468922,0.3796223446105429,0.04130605822187254,0.0,0.22029897718332023,0.08654602675059009
medialorbitofrontal-rh,0.14538419016030957,0.10668877833056938,0.0,0.05583195135433942,0.4754007739082366,0.02211166390270868,0.009397457158651189,0.18518518518518517
paracentral-lh,0.0,0.04049493813273341,0.0,0.0,0.047244094488188976,0.9122609673790776,0.0,0.0
parahippocampal-rh,0.004222972972972973,0.05152027027027027,0.29940878378378377,0.23902027027027026,0.008023648648648648,0.0,0.3703547297297297,0.027449324324324325
rostralanteriorcingulate-rh,0.16832151300236406,0.027895981087470448,0.02033096926713948,0.1016548463356974,0.16028368794326242,0.0,0.02884160756501182,0.49267139479905436
