,frontalpole-rh,insula-lh,insula-rh,lateralorbitofrontal-lh,paracentral-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
insula-lh,0.04539877300613497,0.19263803680981595,0.16932515337423312,0.10797546012269939,0.19263803680981595,0.16441717791411042,0.08220858895705521,0.04539877300613497
insula-rh,0.04780361757105943,0.17700258397932817,0.17700258397932817,0.11369509043927649,0.17700258397932817,0.1731266149870801,0.08656330749354005,0.04780361757105943
lateralorbitofrontal-lh,0.0642361111111111,0.15104166666666666,0.15104166666666666,0.15104166666666666,0.15104166666666666,0.15104166666666666,0.11631944444444445,0.0642361111111111
paracentral-rh,0.041156840934371525,0.1757508342602892,0.15350389321468297,0.09788654060066741,0.26696329254727474,0.14905450500556172,0.07452725250278086,0.041156840934371525
parahippocampal-rh,0.04862023653088042,0.1747700394218134,0.1747700394218134,0.11563731931668857,0.1747700394218134,0.1747700394218134,0.08804204993429698,0.04862023653088042
rostralanteriorcingulate-lh,0.07872340425531915,0.14042553191489363,0.14042553191489363,0.14042553191489363,0.14042553191489363,0.14042553191489363,0.14042553191489363,0.07872340425531915
rostralanteriorcingulate-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
