,frontalpole-rh,insula-rh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh
frontalpole-rh,0.22701149425287356,0.0,0.1781609195402299,0.22988505747126436,0.04597701149425287,0.15804597701149425,0.11206896551724138,0.04885057471264368
insula-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.2471042471042471,0.0,0.25868725868725867,0.2625482625482625,0.0,0.14671814671814673,0.08494208494208494,0.0
medialorbitofrontal-lh,0.17543859649122806,0.0,0.14912280701754385,0.24342105263157895,0.08333333333333333,0.16885964912280702,0.1337719298245614,0.046052631578947366
medialorbitofrontal-rh,0.07567567567567568,0.0,0.0,0.1945945945945946,0.20540540540540542,0.21081081081081082,0.21081081081081082,0.10270270270270271
rostralanteriorcingulate-lh,0.1448087431693989,0.0,0.09836065573770492,0.20491803278688525,0.10655737704918032,0.21311475409836064,0.17486338797814208,0.05737704918032787
rostralanteriorcingulate-rh,0.12052117263843648,0.0,0.06514657980456026,0.19218241042345277,0.1270358306188925,0.20195439739413681,0.2247557003257329,0.06840390879478828
rostralmiddlefrontal-rh,0.12605042016806722,0.0,0.0,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.16806722689075632
