,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,insula-rh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh
caudalanteriorcingulate-lh,0.17639077340569878,0.09158751696065129,0.1417910447761194,0.07055630936227951,0.12890094979647218,0.14043419267299864,0.12686567164179105,0.12347354138398914
frontalpole-lh,0.14712389380530974,0.21238938053097345,0.09070796460176991,0.10730088495575221,0.06969026548672566,0.09402654867256637,0.06637168141592921,0.21238938053097345
frontalpole-rh,0.14256756756756755,0.05675675675675676,0.1831081081081081,0.08581081081081081,0.17027027027027028,0.13851351351351351,0.13445945945945945,0.08851351351351351
insula-rh,0.10038610038610038,0.09266409266409266,0.12451737451737452,0.3185328185328185,0.13706563706563707,0.05888030888030888,0.07528957528957529,0.09266409266409266
medialorbitofrontal-rh,0.13588110403397027,0.04600141542816702,0.1797593772116065,0.09907997169143666,0.1875442321302194,0.1316348195329087,0.1408351026185421,0.07926397735314933
rostralanteriorcingulate-lh,0.1641554321966693,0.0689928628072958,0.16098334655035687,0.046788263283108644,0.14591593973037273,0.1633624107850912,0.14353687549563837,0.10626486915146709
rostralanteriorcingulate-rh,0.15555555555555556,0.05102880658436214,0.16378600823045267,0.06255144032921811,0.16378600823045267,0.1506172839506173,0.16296296296296298,0.0897119341563786
rostralmiddlefrontal-lh,0.15164279696714406,0.16259477674810446,0.10867733782645324,0.08171861836562763,0.09267059814658804,0.11120471777590564,0.09014321819713564,0.2013479359730413
