,P3,O2,CP3,P1,P5,PO3,PO4,PO8
P3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP3,0.0,0.0,0.25,0.32142857142857145,0.21428571428571427,0.21428571428571427,0.0,0.0
P1,0.0,0.0,0.25806451612903225,0.3225806451612903,0.22580645161290322,0.1935483870967742,0.0,0.0
P5,0.0,0.0,0.25925925925925924,0.2962962962962963,0.2222222222222222,0.2222222222222222,0.0,0.0
PO3,0.0,0.0,0.2608695652173913,0.30434782608695654,0.21739130434782608,0.21739130434782608,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
