,caudalmiddlefrontal-rh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.13730569948186527,0.12435233160621761,0.13212435233160622,0.12176165803108809,0.11139896373056994,0.12953367875647667,0.11139896373056994,0.13212435233160622
postcentral-rh,0.1335149863760218,0.1307901907356948,0.12534059945504086,0.11989100817438691,0.10626702997275204,0.1335149863760218,0.11716621253405994,0.1335149863760218
rostralmiddlefrontal-lh,0.13279132791327913,0.11924119241192412,0.14634146341463414,0.12737127371273713,0.11653116531165311,0.12466124661246612,0.10569105691056911,0.12737127371273713
superiorfrontal-rh,0.1339031339031339,0.11965811965811966,0.1339031339031339,0.13105413105413105,0.1225071225071225,0.12535612535612536,0.10541310541310542,0.1282051282051282
superiorparietal-lh,0.13291139240506328,0.11708860759493671,0.1360759493670886,0.12974683544303797,0.13291139240506328,0.12341772151898735,0.10126582278481013,0.12658227848101267
superiorparietal-rh,0.1349206349206349,0.12698412698412698,0.12698412698412698,0.12169312169312169,0.10846560846560846,0.13227513227513227,0.11375661375661375,0.1349206349206349
superiortemporal-lh,0.13213213213213212,0.13213213213213212,0.12312312312312312,0.11711711711711711,0.1021021021021021,0.13213213213213212,0.12912912912912913,0.13213213213213212
superiortemporal-rh,0.13612565445026178,0.1256544502617801,0.12827225130890052,0.12303664921465969,0.1099476439790576,0.13089005235602094,0.112565445026178,0.13350785340314136
