,parstriangularis-rh,postcentral-lh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
parstriangularis-rh,0.7808219178082192,0.0,0.0,0.0,0.0,0.0,0.2191780821917808,0.0
postcentral-lh,0.0,0.16770186335403728,0.062111801242236024,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.14285714285714285,0.10559006211180125
rostralmiddlefrontal-lh,0.0,0.0625,0.375,0.11805555555555555,0.1111111111111111,0.11805555555555555,0.09722222222222222,0.11805555555555555
superiorfrontal-rh,0.0,0.1377551020408163,0.09183673469387756,0.17857142857142858,0.17346938775510204,0.17857142857142858,0.11734693877551021,0.12244897959183673
superiorparietal-lh,0.0,0.14,0.085,0.18,0.175,0.18,0.12,0.12
superiorparietal-rh,0.0,0.12033195020746888,0.07883817427385892,0.15352697095435686,0.15352697095435686,0.2033195020746888,0.15352697095435686,0.13692946058091288
superiortemporal-lh,0.06201550387596899,0.10465116279069768,0.06201550387596899,0.10465116279069768,0.10852713178294573,0.15891472868217055,0.2751937984496124,0.12403100775193798
superiortemporal-rh,0.0,0.08585858585858586,0.09595959595959595,0.12626262626262627,0.12121212121212122,0.1717171717171717,0.16161616161616163,0.23737373737373738
