,caudalmiddlefrontal-rh,inferiorparietal-rh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.1686746987951807,0.07228915662650602,0.18072289156626506,0.14457831325301204,0.14457831325301204,0.0963855421686747,0.07228915662650602,0.12048192771084337
inferiorparietal-rh,0.08433734939759036,0.3373493975903614,0.07228915662650602,0.1566265060240964,0.060240963855421686,0.08433734939759036,0.0,0.20481927710843373
parstriangularis-rh,0.1411764705882353,0.058823529411764705,0.27058823529411763,0.11764705882352941,0.11764705882352941,0.08235294117647059,0.058823529411764705,0.15294117647058825
rostralmiddlefrontal-lh,0.14,0.11,0.13,0.23,0.12,0.09,0.06,0.12
rostralmiddlefrontal-rh,0.1686746987951807,0.060240963855421686,0.1566265060240964,0.14457831325301204,0.21686746987951808,0.07228915662650602,0.08433734939759036,0.0963855421686747
superiortemporal-lh,0.08955223880597014,0.1044776119402985,0.1044776119402985,0.1044776119402985,0.07462686567164178,0.2835820895522388,0.029850746268656716,0.208955223880597
superiortemporal-rh,0.13114754098360656,0.0,0.11475409836065574,0.13114754098360656,0.14754098360655737,0.06557377049180328,0.3770491803278688,0.03278688524590164
supramarginal-lh,0.08888888888888889,0.17777777777777778,0.1111111111111111,0.1111111111111111,0.06666666666666667,0.14444444444444443,0.0,0.3
