,inferiorparietal-rh,parstriangularis-rh,postcentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
inferiorparietal-rh,0.4375,0.20833333333333334,0.16666666666666666,0.0625,0.0,0.020833333333333332,0.0,0.10416666666666667
parstriangularis-rh,0.10526315789473684,0.4473684210526316,0.13157894736842105,0.02631578947368421,0.15789473684210525,0.05263157894736842,0.0,0.07894736842105263
postcentral-lh,0.11538461538461539,0.16666666666666666,0.2692307692307692,0.07692307692307693,0.01282051282051282,0.16666666666666666,0.0,0.19230769230769232
rostralmiddlefrontal-lh,0.1,0.04,0.16,0.42,0.0,0.1,0.06,0.12
rostralmiddlefrontal-rh,0.0,0.2909090909090909,0.05454545454545454,0.03636363636363636,0.4909090909090909,0.07272727272727272,0.0,0.05454545454545454
superiortemporal-lh,0.014285714285714285,0.11428571428571428,0.21428571428571427,0.08571428571428572,0.05714285714285714,0.32857142857142857,0.0,0.18571428571428572
superiortemporal-rh,0.0,0.0,0.0,0.18518518518518517,0.0,0.07407407407407407,0.5555555555555556,0.18518518518518517
supramarginal-lh,0.06976744186046512,0.11627906976744186,0.19767441860465115,0.08139534883720931,0.03488372093023256,0.1511627906976744,0.046511627906976744,0.3023255813953488
