,Fp1,TP9,Fp2,AF7,AF3,AFz,AF8,AF4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.4782608695652174,0.0,0.0,0.0,0.0,0.5217391304347826,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.2972972972972973,0.0,0.0,0.0,0.0,0.7027027027027027,0.0
AF4,0.0,0.0,0.0,0.0,0.5238095238095238,0.0,0.0,0.47619047619047616
