,insula-lh,isthmuscingulate-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parsopercularis-lh,parsorbitalis-lh,rostralanteriorcingulate-lh,transversetemporal-rh
insula-lh,0.2911392405063291,0.0,0.20253164556962025,0.189873417721519,0.0,0.13924050632911392,0.17721518987341772,0.0
isthmuscingulate-rh,0.0,0.7804878048780488,0.0,0.21951219512195122,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.14166666666666666,0.0,0.275,0.175,0.0,0.18333333333333332,0.225,0.0
medialorbitofrontal-lh,0.14285714285714285,0.058823529411764705,0.19327731092436976,0.2857142857142857,0.0,0.13445378151260504,0.18487394957983194,0.0
parsopercularis-lh,0.0,0.0,0.0,0.0,0.6037735849056604,0.018867924528301886,0.0,0.37735849056603776
parsorbitalis-lh,0.10091743119266056,0.0,0.22018348623853212,0.1559633027522936,0.0,0.3394495412844037,0.1834862385321101,0.0
rostralanteriorcingulate-lh,0.14035087719298245,0.0,0.2543859649122807,0.20175438596491227,0.0,0.15789473684210525,0.24561403508771928,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.5714285714285714
