,bankssts-lh,cuneus-rh,entorhinal-lh,frontalpole-lh,medialorbitofrontal-lh,pericalcarine-lh,temporalpole-lh,transversetemporal-lh
bankssts-lh,0.2631578947368421,0.07894736842105263,0.23684210526315788,0.11842105263157894,0.039473684210526314,0.2236842105263158,0.0,0.039473684210526314
cuneus-rh,0.05,0.425,0.0625,0.0,0.0,0.2375,0.0125,0.2125
entorhinal-lh,0.21333333333333335,0.09333333333333334,0.3333333333333333,0.06666666666666667,0.0,0.24,0.0,0.05333333333333334
frontalpole-lh,0.12941176470588237,0.0,0.08235294117647059,0.4,0.2823529411764706,0.07058823529411765,0.03529411764705882,0.0
medialorbitofrontal-lh,0.060240963855421686,0.0,0.012048192771084338,0.3373493975903614,0.43373493975903615,0.0,0.1566265060240964,0.0
pericalcarine-lh,0.1485148514851485,0.22772277227722773,0.15841584158415842,0.039603960396039604,0.0,0.3564356435643564,0.0,0.06930693069306931
temporalpole-lh,0.0,0.0,0.0,0.08196721311475409,0.2786885245901639,0.0,0.5737704918032787,0.06557377049180328
transversetemporal-lh,0.02040816326530612,0.30612244897959184,0.04081632653061224,0.0,0.0,0.10204081632653061,0.12244897959183673,0.40816326530612246
