,F3,F7,FT9,O1,F8,Fp2,AF7,AF8
F3,0.43803418803418803,0.0,0.0,0.28205128205128205,0.2799145299145299,0.0,0.0,0.0
F7,0.0,0.4983164983164983,0.5016835016835017,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.4868421052631579,0.5131578947368421,0.0,0.0,0.0,0.0,0.0
O1,0.35956580732700133,0.0,0.0,0.38670284938941657,0.2537313432835821,0.0,0.0,0.0
F8,0.36827195467422097,0.0,0.0,0.26345609065155806,0.36827195467422097,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
