,F7,FT9,FC5,C3,TP10,Fp2,AF7,AF8
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.4984423676012461,0.5015576323987538,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.44722222222222224,0.5527777777777778,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
