,bankssts-rh,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,caudalmiddlefrontal-rh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-rh,0.12364130434782608,0.125,0.125,0.125,0.125,0.12635869565217392,0.125,0.125
caudalanteriorcingulate-lh,0.12364130434782608,0.125,0.125,0.125,0.125,0.12635869565217392,0.125,0.125
caudalanteriorcingulate-rh,0.12364130434782608,0.125,0.125,0.125,0.125,0.12635869565217392,0.125,0.125
caudalmiddlefrontal-rh,0.12361111111111112,0.125,0.125,0.125,0.125,0.12638888888888888,0.125,0.125
medialorbitofrontal-lh,0.12361111111111112,0.125,0.125,0.125,0.125,0.12638888888888888,0.125,0.125
parahippocampal-rh,0.12359550561797752,0.125,0.125,0.125,0.125,0.12640449438202248,0.125,0.125
rostralanteriorcingulate-lh,0.12362637362637363,0.125,0.125,0.125,0.125,0.12637362637362637,0.125,0.125
rostralanteriorcingulate-rh,0.12361111111111112,0.125,0.125,0.125,0.125,0.12638888888888888,0.125,0.125
