,bankssts-rh,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,caudalmiddlefrontal-rh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-rh,0.125,0.125,0.125,0.125,0.11607142857142858,0.13392857142857142,0.125,0.125
caudalanteriorcingulate-lh,0.125,0.125,0.125,0.125,0.11574074074074074,0.13425925925925927,0.125,0.125
caudalanteriorcingulate-rh,0.125,0.125,0.125,0.125,0.11607142857142858,0.13392857142857142,0.125,0.125
caudalmiddlefrontal-rh,0.125,0.125,0.125,0.125,0.11607142857142858,0.13392857142857142,0.125,0.125
medialorbitofrontal-lh,0.1276595744680851,0.12340425531914893,0.1276595744680851,0.1276595744680851,0.11914893617021277,0.11914893617021277,0.1276595744680851,0.1276595744680851
parahippocampal-rh,0.125,0.125,0.125,0.125,0.11538461538461539,0.1346153846153846,0.125,0.125
rostralanteriorcingulate-lh,0.125,0.125,0.125,0.125,0.11607142857142858,0.13392857142857142,0.125,0.125
rostralanteriorcingulate-rh,0.125,0.125,0.125,0.125,0.11607142857142858,0.13392857142857142,0.125,0.125
