,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-rh,precentral-rh,rostralmiddlefrontal-rh,superiortemporal-lh,supramarginal-rh
caudalmiddlefrontal-lh,0.12658227848101267,0.13924050632911392,0.0379746835443038,0.13924050632911392,0.13924050632911392,0.13924050632911392,0.13924050632911392,0.13924050632911392
caudalmiddlefrontal-rh,0.10869565217391304,0.14130434782608695,0.03260869565217391,0.13043478260869565,0.13043478260869565,0.15217391304347827,0.15217391304347827,0.15217391304347827
parstriangularis-rh,0.12903225806451613,0.12903225806451613,0.0967741935483871,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613
postcentral-rh,0.11235955056179775,0.14606741573033707,0.033707865168539325,0.1348314606741573,0.1348314606741573,0.14606741573033707,0.14606741573033707,0.14606741573033707
precentral-rh,0.11235955056179775,0.14606741573033707,0.033707865168539325,0.1348314606741573,0.1348314606741573,0.14606741573033707,0.14606741573033707,0.14606741573033707
rostralmiddlefrontal-rh,0.10638297872340426,0.13829787234042554,0.031914893617021274,0.1276595744680851,0.1276595744680851,0.14893617021276595,0.1595744680851064,0.1595744680851064
superiortemporal-lh,0.10526315789473684,0.1368421052631579,0.031578947368421054,0.12631578947368421,0.12631578947368421,0.14736842105263157,0.16842105263157894,0.15789473684210525
supramarginal-rh,0.10526315789473684,0.1368421052631579,0.031578947368421054,0.12631578947368421,0.12631578947368421,0.14736842105263157,0.16842105263157894,0.15789473684210525
