,bankssts-lh,frontalpole-lh,lingual-lh,medialorbitofrontal-rh,parahippocampal-lh,parahippocampal-rh,pericalcarine-lh,rostralanteriorcingulate-rh
bankssts-lh,0.8723404255319149,0.0,0.0,0.0,0.0,0.1276595744680851,0.0,0.0
frontalpole-lh,0.0,0.3924050632911392,0.0,0.36075949367088606,0.0,0.0,0.0,0.2468354430379747
lingual-lh,0.0,0.0,0.8135593220338984,0.0,0.03389830508474576,0.0,0.15254237288135594,0.0
medialorbitofrontal-rh,0.0,0.31736526946107785,0.0,0.38323353293413176,0.0,0.0,0.0,0.2994011976047904
parahippocampal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-rh,0.037037037037037035,0.0,0.0,0.0,0.0,0.5833333333333334,0.37962962962962965,0.0
pericalcarine-lh,0.008333333333333333,0.0,0.10833333333333334,0.0,0.0,0.2916666666666667,0.5916666666666667,0.0
rostralanteriorcingulate-rh,0.0,0.23972602739726026,0.0,0.3150684931506849,0.0,0.0,0.0,0.4452054794520548
