,bankssts-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,parsorbitalis-rh,pericalcarine-rh,temporalpole-lh,temporalpole-rh
bankssts-rh,0.622093023255814,0.0,0.0,0.0,0.0,0.0,0.0,0.37790697674418605
frontalpole-lh,0.0,0.6197718631178707,0.24714828897338403,0.057034220532319393,0.07604562737642585,0.0,0.0,0.0
frontalpole-rh,0.0,0.24285714285714285,0.7464285714285714,0.0,0.010714285714285714,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0948905109489051,0.0,0.8102189781021898,0.0948905109489051,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.10526315789473684,0.023923444976076555,0.05263157894736842,0.8181818181818182,0.0,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-rh,0.35911602209944754,0.0,0.0,0.0,0.0,0.0,0.0,0.6408839779005525
