,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,pericalcarine-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.6724137931034483,0.21551724137931033,0.0,0.0,0.0,0.11206896551724138,0.0
medialorbitofrontal-lh,0.0,0.19327731092436976,0.7058823529411765,0.0,0.10084033613445378,0.0,0.0,0.0
medialorbitofrontal-rh,0.0,0.0,0.0,0.42424242424242425,0.0,0.20454545454545456,0.0,0.3712121212121212
pericalcarine-lh,0.0,0.0,0.08,0.0,0.92,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.18699186991869918,0.0,0.5447154471544715,0.0,0.2682926829268293
temporalpole-lh,0.0,0.16176470588235295,0.0,0.0,0.0,0.0,0.8382352941176471,0.0
temporalpole-rh,0.0,0.0,0.0,0.3333333333333333,0.0,0.24444444444444444,0.0,0.4222222222222222
