,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh
caudalmiddlefrontal-lh,0.5555555555555556,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
caudalmiddlefrontal-rh,0.0,0.4032258064516129,0.0,0.24193548387096775,0.1774193548387097,0.16129032258064516,0.0,0.016129032258064516
parstriangularis-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
postcentral-lh,0.0,0.30357142857142855,0.0,0.35714285714285715,0.25,0.0,0.05357142857142857,0.03571428571428571
postcentral-rh,0.0,0.2558139534883721,0.0,0.32558139534883723,0.3023255813953488,0.0,0.06976744186046512,0.046511627906976744
rostralmiddlefrontal-lh,0.0,0.30303030303030304,0.0,0.06060606060606061,0.06060606060606061,0.48484848484848486,0.06060606060606061,0.030303030303030304
superiorparietal-lh,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.1
superiorparietal-rh,0.0,0.1,0.0,0.3,0.3,0.0,0.2,0.1
